"","season_name","season","full_name","castaway","age","city","state","personality_type","day","order","result","jury_status","original_tribe","merged_tribe","swapped_tribe","swapped_tribe2","total_votes_received","immunity_idols_won"
"666","Survivor: Thailand",5,"Tanya Vance","Tanya",27,"Gray","Tennessee","ESTJ",6,2,"2nd voted out",NA,"Chuay Gahn",NA,NA,NA,5,0
"667","Survivor: Thailand",5,"Jed Hildebrand","Jed",25,"Dallas","Texas","ISFP",9,3,"3rd voted out",NA,"Sook Jai",NA,NA,NA,5,0
"668","Survivor: Thailand",5,"Ghandia Johnson","Ghandia",33,"Denver","Colorado","ESFP",12,4,"4th voted out",NA,"Chuay Gahn",NA,NA,NA,5,0
"669","Survivor: Thailand",5,"Stephanie Dill","Stephanie",29,"Ozark","Arkansas","ISTJ",15,5,"5th voted out",NA,"Sook Jai",NA,NA,NA,5,0
"670","Survivor: Thailand",5,"Robert Zbacnik","Robb",23,"Scottsdale","Arizona","ESFP",18,6,"6th voted out",NA,"Sook Jai",NA,NA,NA,5,0
"671","Survivor: Thailand",5,"Shii Ann Huang","Shii Ann",28,"New York City","New York","INTJ",21,7,"7th voted out",NA,"Sook Jai",NA,NA,NA,10,0
"672","Survivor: Thailand",5,"Erin Collins","Erin",26,"Austin","Texas","ESFP",24,8,"8th voted out","1st jury member","Sook Jai",NA,NA,NA,3,0
"673","Survivor: Thailand",5,"Ken Stafford","Ken",30,"Brooklyn","New York","ESTJ",27,9,"9th voted out","2nd jury member","Sook Jai","Chuay Jai",NA,NA,6,0
"674","Survivor: Thailand",5,"Penny Ramsey","Penny",27,"Plano","Texas","ESFJ",30,10,"10th voted out","3rd jury member","Sook Jai","Chuay Jai",NA,NA,5,0
"675","Survivor: Thailand",5,"Jake Billingsley","Jake",60,"McKinney","Texas","ISFJ",33,11,"11th voted out","4th jury member","Sook Jai","Chuay Jai",NA,NA,7,0
"676","Survivor: Thailand",5,"Ted Rogers Jr.","Ted",37,"Durham","North Carolina","ESTP",36,12,"12th voted out","5th jury member","Chuay Gahn","Chuay Jai",NA,NA,7,1
"677","Survivor: Thailand",5,"Helen Glover","Helen",47,"Middletown","Rhode Island","ISTJ",37,13,"13th voted out","6th jury member","Chuay Gahn","Chuay Jai",NA,NA,5,1
"678","Survivor: Thailand",5,"Jan Gentry","Jan",53,"Tampa","Florida","ENFP",38,14,"14th voted out","7th jury member","Chuay Gahn","Chuay Jai",NA,NA,5,0
"679","Survivor: Thailand",5,"Clay Jordan","Clay",46,"Monroe","Louisiana","ESTP",39,15,"Runner-up",NA,"Chuay Gahn","Chuay Jai",NA,NA,3,1
"680","Survivor: Thailand",5,"Brian Heidik","Brian",34,"Quartz Hill","California","ISTP",39,16,"Sole Survivor",NA,"Chuay Gahn","Chuay Jai",NA,NA,0,3
"681","Survivor: Marquesas",4,"Peter Harkey","Peter",44,"Millis","Massachusetts","ENFP",3,1,"1st voted out",NA,"Maraamu",NA,NA,NA,5,0
"682","Survivor: Marquesas",4,"Patricia Jackson","Patricia",49,"Lugoff","South Carolina","ISFJ",6,2,"2nd voted out",NA,"Maraamu",NA,NA,NA,5,0
"683","Survivor: Marquesas",4,"Hunter Ellis","Hunter",33,"La Jolla","California","ESTJ",9,3,"3rd voted out",NA,"Maraamu",NA,NA,NA,4,0
"684","Survivor: Marquesas",4,"Sarah Jones","Sarah",24,"Newport Beach","California","ISFP",12,4,"4th voted out",NA,"Maraamu",NA,"Maraamu",NA,11,0
"685","Survivor: Marquesas",4,"Gabriel Cade","Gabriel",23,"Hollywood","California","INFP",15,5,"5th voted out",NA,"Rotu",NA,"Rotu",NA,7,0
"686","Survivor: Marquesas",4,"Gina Crews","Gina",28,"Gainesville","Florida","ISFJ",18,6,"6th voted out",NA,"Maraamu",NA,"Maraamu",NA,3,0
"687","Survivor: Marquesas",4,"Rob Mariano","Rob",25,"Canton","Massachusetts","ESTJ",21,7,"7th voted out",NA,"Maraamu","Soliantu","Rotu",NA,8,0
"688","Survivor: Marquesas",4,"John Carroll","John",36,"Omaha","Nebraska","ENTJ",24,8,"8th voted out","1st jury member","Rotu","Soliantu","Rotu",NA,8,0
"689","Survivor: Marquesas",4,"Zoe Zanidakis","Zoe",35,"Monhegan","Maine","ISTJ",27,9,"9th voted out","2nd jury member","Rotu","Soliantu","Rotu",NA,8,0
"690","Survivor: Marquesas",4,"Tammy Leitner","Tammy",29,"Mesa","Arizona","ENFJ",30,10,"10th voted out","3rd jury member","Rotu","Soliantu","Rotu",NA,5,2
"691","Survivor: Marquesas",4,"Robert DeCanio","Robert",38,"College Point","New York","ISTJ",33,11,"11th voted out","4th jury member","Rotu","Soliantu","Rotu",NA,6,1
"692","Survivor: Marquesas",4,"Sean Rector","Sean",30,"Los Angeles","California","ENTP",36,12,"12th voted out","5th jury member","Maraamu","Soliantu","Rotu",NA,7,0
"693","Survivor: Marquesas",4,"Paschal English","Paschal",56,"Thomaston","Georgia","ISFJ",37,13,"Eliminated","6th jury member","Rotu","Soliantu","Maraamu",NA,0,0
"694","Survivor: Marquesas",4,"Kathy Vavrick-O'Brien","Kathy",46,"Burlington","Vermont","ESFJ",38,14,"13th voted out","7th jury member","Rotu","Soliantu","Maraamu",NA,5,2
"695","Survivor: Marquesas",4,"Neleh Dennis","Neleh",21,"Layton","Utah","ENFP",39,15,"Runner-up",NA,"Rotu","Soliantu","Maraamu",NA,4,1
"696","Survivor: Marquesas",4,"Vecepia Towery","Vecepia",36,"Hayward","California","ISTJ",39,16,"Sole Survivor",NA,"Maraamu","Soliantu","Rotu",NA,2,2
"697","Survivor: Africa",3,"Diane Ogden","Diane",42,"Lincoln","Nebraska","ESTP",3,1,"1st voted out",NA,"Boran",NA,NA,NA,6,0
"698","Survivor: Africa",3,"Jessie Camacho","Jessie",26,"Orlando","Florida","ISFP",6,2,"2nd voted out",NA,"Boran",NA,NA,NA,5,0
"699","Survivor: Africa",3,"Carl Bilancione","Carl",46,"Winter Springs","Florida","ESTJ",9,3,"3rd voted out",NA,"Samburu",NA,NA,NA,7,0
"700","Survivor: Africa",3,"Linda Spencer","Linda",44,"Boston","Massachusetts","ESFJ",12,4,"4th voted out",NA,"Samburu",NA,NA,NA,4,0
"701","Survivor: Africa",3,"Silas Gaither","Silas",23,"Los Angeles","California","ESTJ",15,5,"5th voted out",NA,"Samburu",NA,"Boran",NA,8,0
"702","Survivor: Africa",3,"Lindsey Richter","Lindsey",26,"Portland","Oregon","ESFP",18,6,"6th voted out",NA,"Samburu",NA,"Samburu",NA,12,0
"703","Survivor: Africa",3,"Clarence Black","Clarence",24,"Detroit","Michigan","ISTP",21,7,"7th voted out",NA,"Boran","Moto Maji","Boran",NA,12,0
"704","Survivor: Africa",3,"Kelly Goldsmith","Kelly",22,"San Diego","California","ENTP",24,8,"8th voted out","1st jury member","Boran","Moto Maji","Samburu",NA,5,0
"705","Survivor: Africa",3,"Brandon Quinton","Brandon",25,"Dallas","Texas","ENFP",27,9,"9th voted out","2nd jury member","Samburu","Moto Maji","Samburu",NA,6,0
"706","Survivor: Africa",3,"Frank Garrison","Frank",43,"Odessa","New York","ISTJ",30,10,"10th voted out","3rd jury member","Samburu","Moto Maji","Boran",NA,9,0
"707","Survivor: Africa",3,"Kim Powers","Kim P.",29,"Conshohocken","Pennsylvania","INFP",33,11,"11th voted out","4th jury member","Samburu","Moto Maji","Samburu",NA,4,0
"708","Survivor: Africa",3,"Teresa Cooper","Teresa",42,"Jackson","Georgia","ENFP",36,12,"12th voted out","5th jury member","Samburu","Moto Maji","Boran",NA,4,1
"709","Survivor: Africa",3,"Tom Buchanan","Tom",45,"Rich Valley","Virginia","ESTP",37,13,"13th voted out","6th jury member","Boran","Moto Maji","Samburu",NA,9,1
"710","Survivor: Africa",3,"Lex van den Berghe","Lex",38,"Santa Cruz","California","ENTJ",38,14,"14th voted out","7th jury member","Boran","Moto Maji","Samburu",NA,10,3
"711","Survivor: Africa",3,"Kim Johnson","Kim J.",56,"Oyster Bay","New York","ISFJ",39,15,"Runner-up",NA,"Boran","Moto Maji","Boran",NA,0,2
"712","Survivor: Africa",3,"Ethan Zohn","Ethan",27,"Lexington","Massachusetts","ISFP",39,16,"Sole Survivor",NA,"Boran","Moto Maji","Boran",NA,0,1
"713","Survivor: The Australian Outback",2,"Debb Eaton","Debb",45,"Milan","New Hampshire","ISFP",3,1,"1st voted out",NA,"Kucha",NA,NA,NA,7,0
"714","Survivor: The Australian Outback",2,"Kel Gleason","Kel",32,"Fort Hood","Texas","ISTJ",6,2,"2nd voted out",NA,"Ogakor",NA,NA,NA,7,0
"715","Survivor: The Australian Outback",2,"Maralyn Hershey","Maralyn",51,"Wakefield","Virginia","ESTP",9,3,"3rd voted out",NA,"Ogakor",NA,NA,NA,5,0
"716","Survivor: The Australian Outback",2,"Mitchell Olson","Mitchell",23,"Union City","New Jersey","ENFP",12,4,"4th voted out",NA,"Ogakor",NA,NA,NA,6,0
"717","Survivor: The Australian Outback",2,"Kimmi Kappenberg","Kimmi",27,"Ronkonkoma","New York","ENFP",15,5,"5th voted out",NA,"Kucha",NA,NA,NA,6,0
"718","Survivor: The Australian Outback",2,"Michael Skupin","Michael",38,"White Lake","Michigan","ESFJ",17,6,"Medically evacuated",NA,"Kucha",NA,NA,NA,0,0
"719","Survivor: The Australian Outback",2,"Jeff Varner","Jeff",34,"Manhattan","New York","ENFP",21,7,"6th voted out",NA,"Kucha","Barramundi",NA,NA,11,0
"720","Survivor: The Australian Outback",2,"Alicia Calaway","Alicia",32,"Manhattan","New York","ESTJ",24,8,"7th voted out","1st jury member","Kucha","Barramundi",NA,NA,5,0
"721","Survivor: The Australian Outback",2,"Jerri Manthey","Jerri",30,"Los Angeles","California","ESFP",27,9,"8th voted out","2nd jury member","Ogakor","Barramundi",NA,NA,12,0
"722","Survivor: The Australian Outback",2,"Nick Brown","Nick",23,"Steilacoom","Washington","ISTJ",30,10,"9th voted out","3rd jury member","Kucha","Barramundi",NA,NA,4,1
"723","Survivor: The Australian Outback",2,"Amber Brkich","Amber",22,"Beaver","Pennsylvania","ISFP",33,11,"10th voted out","4th jury member","Ogakor","Barramundi",NA,NA,6,0
"724","Survivor: The Australian Outback",2,"Rodger Bingham","Rodger",53,"Crittenden","Kentucky","ISFJ",36,12,"11th voted out","5th jury member","Kucha","Barramundi",NA,NA,5,0
"725","Survivor: The Australian Outback",2,"Elisabeth Filarski","Elisabeth",23,"Newton","Massachusetts","INFP",39,13,"12th voted out","6th jury member","Kucha","Barramundi",NA,NA,5,0
"726","Survivor: The Australian Outback",2,"Keith Famie","Keith",40,"West Bloomfield","Michigan","ESTJ",41,14,"13th voted out","7th jury member","Ogakor","Barramundi",NA,NA,10,2
"727","Survivor: The Australian Outback",2,"Colby Donaldson","Colby",26,"Dallas","Texas","ISTP",39,15,"Runner-up",NA,"Ogakor","Barramundi",NA,NA,9,5
"728","Survivor: The Australian Outback",2,"Tina Wesson","Tina",40,"Knoxville","Tennessee","ESFJ",39,16,"Sole Survivor",NA,"Ogakor","Barramundi",NA,NA,0,0
"729","Survivor: Borneo",1,"Sonja Christopher","Sonja",63,"Walnut Creek","California","ENFP",3,1,"1st voted out",NA,"Tagi",NA,NA,NA,4,0
"730","Survivor: Borneo",1,"B.B. Anderson","B.B.",64,"Mission Hills","Kansas","ESTJ",6,2,"2nd voted out",NA,"Pagong",NA,NA,NA,6,0
"731","Survivor: Borneo",1,"Stacey Stillman","Stacey",27,"San Francisco","California","ENTJ",9,3,"3rd voted out",NA,"Tagi",NA,NA,NA,6,0
"732","Survivor: Borneo",1,"Ramona Gray","Ramona",29,"Edison","New Jersey","ISTJ",12,4,"4th voted out",NA,"Pagong",NA,NA,NA,6,0
"733","Survivor: Borneo",1,"Dirk Been","Dirk",23,"Spring Green","Wisconsin","ISFP",15,5,"5th voted out",NA,"Tagi",NA,NA,NA,4,0
"734","Survivor: Borneo",1,"Joel Klug","Joel",27,"Sherwood","Arkansas","ESTJ",18,6,"6th voted out",NA,"Pagong",NA,NA,NA,4,0
"735","Survivor: Borneo",1,"Gretchen Cordy","Gretchen",38,"Clarksville","Tennessee","ESFJ",21,7,"7th voted out",NA,"Pagong","Rattana",NA,NA,4,0
"736","Survivor: Borneo",1,"Greg Buis","Greg",24,"Gold Hill","Colorado","INTP",24,8,"8th voted out","1st jury member","Pagong","Rattana",NA,NA,6,1
"737","Survivor: Borneo",1,"Jenna Lewis","Jenna",22,"Franklin","New Hampshire","ENFP",27,9,"9th voted out","2nd jury member","Pagong","Rattana",NA,NA,11,0
"738","Survivor: Borneo",1,"Gervase Peterson","Gervase",30,"Willingboro","New Jersey","ESTP",30,10,"10th voted out","3rd jury member","Pagong","Rattana",NA,NA,6,1
"739","Survivor: Borneo",1,"Colleen Haskell","Colleen",23,"Miami Beach","Florida","INFP",33,11,"11th voted out","4th jury member","Pagong","Rattana",NA,NA,7,0
"740","Survivor: Borneo",1,"Sean Kenniff","Sean",30,"Carle Place","New York","INTP",36,12,"12th voted out","5th jury member","Tagi","Rattana",NA,NA,9,0
"741","Survivor: Borneo",1,"Susan Hawk","Susan",38,"Palmyra","Wisconsin","ESTP",37,13,"13th voted out","6th jury member","Tagi","Rattana",NA,NA,7,0
"742","Survivor: Borneo",1,"Rudy Boesch","Rudy",72,"Virginia Beach","Virginia","ISTJ",38,14,"14th voted out","7th jury member","Tagi","Rattana",NA,NA,8,1
"743","Survivor: Borneo",1,"Kelly Wiglesworth","Kelly",22,"Kernville","California","ISFP",39,15,"Runner-up",NA,"Tagi","Rattana",NA,NA,0,4
"744","Survivor: Borneo",1,"Richard Hatch","Richard",39,"Newport","Rhode Island","ENTP",39,16,"Sole Survivor",NA,"Tagi","Rattana",NA,NA,6,1
